epoch,accuracy,loss
0,9.861474377,3.98142737
1,16.15325002,3.626887314
0,5.821950983,4.268075886
1,9.28024799,4.046522893
2,19.87794246,3.397926003
3,26.39252155,3.080289639
4,32.41790177,2.782154365
5,28.83851594,2.95744259
6,24.22260971,3.24269452
7,35.02857696,2.635442864
8,37.45519713,2.503039761
9,40.29836288,2.36452455
10,41.69814976,2.317512205
11,46.72091446,2.074940219
12,50.39232781,1.914611107
0,11.92482805,3.869363354
1,18.9625109,3.457732298
2,24.14995641,3.183133689
3,31.56059285,2.834072206
4,35.63402112,2.623034247
5,29.75879105,2.882868216
6,31.67683813,2.800002931
0,8.568245665,4.039369924
1,15.30078465,3.65541874
2,19.69873099,3.407886521
3,25.53521263,3.096714232
4,32.71820207,2.752910492
5,25.76285963,3.053028809
6,28.65930447,2.900664959
7,33.92424683,2.673551248
8,31.21670057,2.830026029
9,39.24731183,2.415698149
10,42.86544609,2.252024811
11,45.29206626,2.156526776
12,49.58345442,1.970657611
13,52.89160128,1.827436371
14,54.09280248,1.763095542
15,37.21786302,2.502050855
16,34.36985372,2.582180697
17,42.14860021,2.274461384
18,42.01782428,2.300261005
19,42.08079047,2.297693297
20,45.7231425,2.140240638
21,47.2343311,2.061227518
22,49.90312893,1.949054564
23,52.39755885,1.843643257
24,51.95195195,1.875141272
25,56.17553037,1.669437479
26,56.61629371,1.661792673
27,58.08873389,1.612793159
28,61.51312603,1.473795342
29,63.76053473,1.374303908
30,65.43156059,1.305675135
31,67.16555265,1.238752853
32,68.03739223,1.208419544
33,69.1901579,1.17213179
34,69.55342439,1.150607514
35,47.58306694,2.085445355
36,45.14675966,2.223383331
37,48.70192774,2.03595495
38,53.22580645,1.856515607
39,49.78204011,1.984731834
40,47.10839872,2.191162099
41,44.54131551,2.324313481
42,51.85023734,1.888719743
43,52.76082534,1.868993558
44,50.28576964,2.000052915
45,55.35212632,1.748260045
46,54.58200136,1.80423481
47,57.61406567,1.669641445
48,57.86593045,1.623195487
49,57.26048629,1.653518284
50,57.13939746,1.6950802
51,59.79850818,1.559192479
52,58.50043592,1.641245272
53,61.14985953,1.507151078
54,62.61261261,1.452492103
55,56.93596823,1.744721997
56,61.97326359,1.470317649
57,64.67596629,1.360220387
58,63.47476509,1.405841707
59,66.40511479,1.288901729
60,66.96696697,1.266191841
61,68.53627821,1.198654514
62,69.28702896,1.172982094
63,69.91184733,1.159092672
64,70.34776712,1.134474406
65,71.78145887,1.065645886
66,72.39174658,1.049151849
67,72.89063256,1.038344998
68,73.32655236,1.009176165
69,74.68759082,0.967591403
70,75.07507508,0.957615053
71,75.26397365,0.940174336
72,75.49162065,0.94606213
73,75.61755303,0.941411652
74,75.92754045,0.922500929
75,44.40569602,2.333341413
76,49.66095127,2.024929133
77,53.66656979,1.837630667
78,53.8942168,1.812915614
79,54.8774581,1.95709218
80,51.02683328,1.949317714
81,56.40802092,1.720468395
82,51.17698343,2.028150408
83,49.84016274,2.085916413
84,56.93596823,1.696031986
85,52.36849753,1.975834331
86,56.50489199,1.709314307
87,58.34544221,1.643616479
88,55.29400368,1.788397937
89,54.85808389,1.799785897
90,58.37934708,1.612029923
91,59.36258839,1.596671772
92,56.76160031,1.723590983
93,54.02014918,1.856039559
94,57.91920953,1.662091846
95,55.91882205,1.771243355
96,57.62859634,1.658441169
97,60.5637896,1.51509618
98,60.85924635,1.500587271
99,55.31337789,1.813105288
100,59.64351448,1.629746814
101,61.08689334,1.533081883
102,59.45945946,1.584354997
103,61.58093577,1.503084136
104,63.21805676,1.418909004
105,63.15024702,1.446298691
106,61.62452775,1.465299653
107,60.99970939,1.534378993
108,62.34621719,1.470976833
109,63.91068488,1.388652071
110,62.22512835,1.47812241
111,65.47030901,1.331393351
112,59.60476605,1.608030622
113,64.67596629,1.359822383
114,65.42671704,1.338208371
115,65.82388841,1.321376223
116,67.02993316,1.279383855
117,66.92821854,1.292049546
118,67.44163519,1.251554388
119,67.62084665,1.2387177
120,65.12641674,1.392768914
121,66.41964545,1.294132924
122,67.04446382,1.281494828
123,67.00087184,1.286293472
124,69.94090865,1.154354013
125,69.34030805,1.185939835
126,70.77399981,1.128345876
127,69.80528916,1.162535178
128,71.46178436,1.11748134
129,71.26319868,1.10226113
130,70.89508864,1.123574605
131,72.26581419,1.070260351
132,73.11343601,1.028412527
133,73.20546352,1.037993298
134,73.5396687,1.004070513
135,74.4502567,0.978898793
136,74.45510026,0.993070353
137,74.62462463,0.976025838
138,74.70212147,0.977523633
139,75.35600116,0.950360864
140,75.52068197,0.938461966
141,75.99050663,0.936914025
142,76.47970551,0.915441028
143,76.68797829,0.907434153
144,77.09483677,0.902834965
145,77.17717718,0.886415665
146,77.87464884,0.877106303
147,77.82621331,0.865438939
148,77.8891795,0.875561218
149,77.99573767,0.871285477
150,78.35416061,0.870233178
151,78.08776518,0.877058919
152,78.50431077,0.864271329
153,78.50915432,0.866762306
154,78.92085634,0.860596924
